,latlon,count,lon,lat
15101,"('-74.7425', '40.9858333')",1,-74.7425,40.9858333
15102,"('-112.606914', '32.911326')",1,-112.606914,32.911326
15103,"('-87.2388889', '41.575')",3,-87.2388889,41.575
15104,"('-86.0775', '40.8661111')",1,-86.0775,40.8661111
15105,"('-77.1097222', '39.7908333')",5,-77.1097222,39.7908333
15106,"('-118.348614', '47.097707')",1,-118.348614,47.097707
15107,"('-74.0166667', '40.2708333')",1,-74.0166667,40.2708333
15108,"('-119.9897222', '38.1886111')",1,-119.9897222,38.1886111
15109,"('-73.064167', '44.951111')",1,-73.064167,44.951111
15110,"('-91.2836111', '40.0883333')",1,-91.2836111,40.0883333
15111,"('-84.5958333', '33.3966667')",1,-84.5958333,33.3966667
15112,"('-88.90312', '38.317271')",4,-88.90312,38.317271
15113,"('-88.3458333', '41.7305556')",6,-88.3458333,41.7305556
15114,"('-74.0436111', '41.1669444')",3,-74.0436111,41.1669444
15115,"('-117.4047222', '33.9961111')",1,-117.4047222,33.9961111
15116,"('-100.8722222', '37.9716667')",6,-100.8722222,37.9716667
15117,"('-122.614434', '45.366691')",2,-122.614434,45.366691
15118,"('-74.6497222', '39.6263889')",1,-74.6497222,39.6263889
15119,"('-77.055', '42.1427778')",3,-77.055,42.1427778
15120,"('-89.7758333', '32.0808333')",1,-89.7758333,32.0808333
15121,"('-73.7130556', '40.6319444')",1,-73.7130556,40.6319444
15122,"('-123.5036111', '46.5425')",1,-123.5036111,46.5425
15123,"('-88.8611', '43.066042')",1,-88.8611,43.066042
15124,"('-92.0094444', '30.8202778')",1,-92.0094444,30.8202778
15125,"('-71.7183333', '43.3288889')",1,-71.7183333,43.3288889
15126,"('-75.5911111', '41.8380556')",1,-75.5911111,41.8380556
15127,"('-117.7763889', '33.8444444')",7,-117.7763889,33.8444444
15128,"('-98.9475', '40.4986111')",1,-98.9475,40.4986111
15129,"('-112.5277778', '33.7763889')",4,-112.5277778,33.7763889
15130,"('-92.8738889', '40.7341667')",1,-92.8738889,40.7341667
15131,"('-76.515499', '41.978963')",1,-76.515499,41.978963
15132,"('-84.5147222', '46.275')",2,-84.5147222,46.275
15133,"('-87.0963889', '40.4905556')",1,-87.0963889,40.4905556
15134,"('-75.4683333', '35.5933333')",2,-75.4683333,35.5933333
15135,"('-83.1427778', '42.8652778')",1,-83.1427778,42.8652778
15136,"('-118.41631', '33.387886')",4,-118.41631,33.387886
15137,"('-98.0194444', '37.78')",1,-98.0194444,37.78
15138,"('-84.740514', '41.181439')",1,-84.740514,41.181439
15139,"('-88.3508333', '42.5380556')",1,-88.3508333,42.5380556
15140,"('-88.3933333', '37.8783333')",1,-88.3933333,37.8783333
15141,"('-74.6930556', '41.375')",2,-74.6930556,41.375
15142,"('-113.3283333', '41.8175')",1,-113.3283333,41.8175
15143,"('-119.0366667', '34.2163889')",22,-119.0366667,34.2163889
15144,"('-111.5169444', '32.9777778')",5,-111.5169444,32.9777778
15145,"('-81.2580556', '29.4658333')",3,-81.2580556,29.4658333
15146,"('-77.7786111', '40.9133333')",3,-77.7786111,40.9133333
15147,"('-68.7783333', '44.8011111')",16,-68.7783333,44.8011111
15148,"('-110.573716', '33.570331')",1,-110.573716,33.570331
15149,"('-84.5066667', '37.4644444')",1,-84.5066667,37.4644444
15150,"('-117.426047', '47.65878')",1,-117.426047,47.65878
15151,"('-87.2222222', '45.9013889')",1,-87.2222222,45.9013889
15152,"('-118.61481', '34.250636')",1,-118.61481,34.250636
15153,"('-86.3336111', '35.5272222')",3,-86.3336111,35.5272222
15154,"('-74.3111111', '40.6408333')",5,-74.3111111,40.6408333
15155,"('-89.1288889', '41.3275')",2,-89.1288889,41.3275
15156,"('-76.872096', '37.118552')",1,-76.872096,37.118552
15157,"('-106.609991', '35.110703')",3,-106.609991,35.110703
15158,"('-83.2175', '36.5297222')",1,-83.2175,36.5297222
15159,"('-86.7561111', '39.0833333')",1,-86.7561111,39.0833333
15160,"('-88.0797222', '42.0427778')",9,-88.0797222,42.0427778
15161,"('-112.1008333', '40.7091667')",10,-112.1008333,40.7091667
15162,"('-82.2622222', '26.7486111')",1,-82.2622222,26.7486111
15163,"('-79.7575', '40.5530556')",3,-79.7575,40.5530556
15164,"('-100.4983333', '31.1933333')",1,-100.4983333,31.1933333
15165,"('-80.67938', '37.0822')",1,-80.67938,37.0822
15166,"('-86.755', '37.9')",3,-86.755,37.9
15167,"('-85.5311111', '34.76')",1,-85.5311111,34.76
15168,"('-92.2569444', '38.7744444')",6,-92.2569444,38.7744444
15169,"('-123.5847222', '46.1852778')",5,-123.5847222,46.1852778
15170,"('-77.3283333', '38.5675')",2,-77.3283333,38.5675
15171,"('-121.351147', '38.647351')",2,-121.351147,38.647351
15172,"('-91.681525', '42.049196')",1,-91.681525,42.049196
15173,"('-85.4669444', '37.8091667')",8,-85.4669444,37.8091667
15174,"('-91.2341667', '30.2888889')",1,-91.2341667,30.2888889
15175,"('-70.7133333', '44.0547222')",1,-70.7133333,44.0547222
15176,"('-71.1555556', '41.7013889')",11,-71.1555556,41.7013889
15177,"('-88.2719444', '44.2780556')",1,-88.2719444,44.2780556
15178,"('-76.753333', '38.224444')",1,-76.753333,38.224444
15179,"('-71.63', '42.0772222')",3,-71.63,42.0772222
15180,"('-72.8586111', '41.8730556')",1,-72.8586111,41.8730556
15181,"('-84.8766667', '35.1594444')",7,-84.8766667,35.1594444
15182,"('-93.3247222', '35.5155556')",2,-93.3247222,35.5155556
15183,"('-89.5911111', '40.6472222')",1,-89.5911111,40.6472222
15184,"('-74.7708333', '40.6152778')",2,-74.7708333,40.6152778
15185,"('-84.6647222', '35.6666667')",1,-84.6647222,35.6666667
15186,"('-77.53572', '40.082707')",1,-77.53572,40.082707
15187,"('-70.7944444', '42.1616667')",1,-70.7944444,42.1616667
15188,"('-80.066166', '40.435069')",1,-80.066166,40.435069
15189,"('-92.8477778', '45.3894444')",2,-92.8477778,45.3894444
15190,"('-83.7444444', '38.6411111')",4,-83.7444444,38.6411111
15191,"('-122.7933333', '44.8008333')",3,-122.7933333,44.8008333
15192,"('-71.5061111', '42.4369444')",1,-71.5061111,42.4369444
15193,"('-74.6016667', '41.7319444')",1,-74.6016667,41.7319444
15194,"('-94.0505556', '34.2788889')",1,-94.0505556,34.2788889
15195,"('-78.4352778', '40.8283333')",1,-78.4352778,40.8283333
15196,"('-88.2830556', '39.7991667')",1,-88.2830556,39.7991667
15197,"('-82.8375', '34.6833333')",3,-82.8375,34.6833333
15198,"('-76.4833333', '39.8716667')",1,-76.4833333,39.8716667
15199,"('-71.9111111', '42.5458333')",1,-71.9111111,42.5458333
15200,"('-73.6105556', '42.5158333')",7,-73.6105556,42.5158333
15201,"('-94.1677778', '42.4975')",8,-94.1677778,42.4975
15202,"('-94.175', '35.6808333')",1,-94.175,35.6808333
15203,"('-86.2555556', '31.2825')",4,-86.2555556,31.2825
15204,"('-72.307433', '42.080698')",1,-72.307433,42.080698
15205,"('-90.0075', '44.6269444')",1,-90.0075,44.6269444
15206,"('-73.81', '42.2602778')",2,-73.81,42.2602778
15207,"('-88.4152778', '44.2619444')",20,-88.4152778,44.2619444
15208,"('-81.238433', '33.932093')",1,-81.238433,33.932093
15209,"('-76.354127', '39.997876')",1,-76.354127,39.997876
15210,"('-122.2925', '47.2502778')",3,-122.2925,47.2502778
15211,"('-92.9480556', '39.7119444')",1,-92.9480556,39.7119444
15212,"('-79.8108333', '37.2316667')",2,-79.8108333,37.2316667
15213,"('-88.7722222', '38.8341667')",1,-88.7722222,38.8341667
15214,"('-97.2377778', '33.2613889')",3,-97.2377778,33.2613889
15215,"('-96.731103', '43.544596')",1,-96.731103,43.544596
15216,"('-70.785744', '42.733656')",1,-70.785744,42.733656
15217,"('-83.605193', '42.301018')",1,-83.605193,42.301018
15218,"('-82.477205', '27.424225')",1,-82.477205,27.424225
15219,"('-93.3591667', '45.3869444')",2,-93.3591667,45.3869444
15220,"('-117.9883333', '33.7447222')",1,-117.9883333,33.7447222
15221,"('-96.6486111', '43.9991667')",4,-96.6486111,43.9991667
15222,"('-88.7125', '44.1108333')",1,-88.7125,44.1108333
15223,"('-84.3266667', '32.8880556')",1,-84.3266667,32.8880556
15224,"('-90.36542', '42.560184')",1,-90.36542,42.560184
15225,"('-75.3561111', '39.8494444')",30,-75.3561111,39.8494444
15226,"('-79.765', '40.5697222')",6,-79.765,40.5697222
15227,"('-151.6688889', '60.0513889')",1,-151.6688889,60.0513889
15228,"('-111.6372222', '40.5888889')",1,-111.6372222,40.5888889
15229,"('-100.9594444', '35.5361111')",6,-100.9594444,35.5361111
15230,"('-85.0416667', '34.0025')",2,-85.0416667,34.0025
15231,"('-117.278897', '33.020827')",2,-117.278897,33.020827
15232,"('-80.24', '41.2269444')",2,-80.24,41.2269444
15233,"('-84.373839', '40.351437')",1,-84.373839,40.351437
15234,"('-87.8944444', '31.5088889')",1,-87.8944444,31.5088889
15235,"('-73.0113889', '41.6780556')",1,-73.0113889,41.6780556
15236,"('-83.6', '32.6208333')",9,-83.6,32.6208333
15237,"('-76.1869444', '42.3041667')",2,-76.1869444,42.3041667
15238,"('-80.3913889', '41.4044444')",3,-80.3913889,41.4044444
15239,"('-84.1805556', '40.4677778')",1,-84.1805556,40.4677778
15240,"('-79.7138889', '36.2125')",3,-79.7138889,36.2125
15241,"('-85.2263889', '43.6202778')",1,-85.2263889,43.6202778
15242,"('-91.8247222', '46.0994444')",1,-91.8247222,46.0994444
15243,"('-83.9486111', '40.7602778')",1,-83.9486111,40.7602778
15244,"('-97.5161111', '35.4675')",71,-97.5161111,35.4675
15245,"('-75.722051', '36.11821')",2,-75.722051,36.11821
15246,"('-75.818042', '40.4251')",1,-75.818042,40.4251
15247,"('-81.7736111', '28.7166667')",1,-81.7736111,28.7166667
15248,"('-123.2919444', '43.0202778')",4,-123.2919444,43.0202778
15249,"('-107.2569444', '40.4919444')",1,-107.2569444,40.4919444
15250,"('-97.7933333', '30.8411111')",1,-97.7933333,30.8411111
15251,"('-73.958513', '40.784101')",1,-73.958513,40.784101
15252,"('-79.1513889', '39.695')",1,-79.1513889,39.695
15253,"('-76.5608333', '36.9466667')",1,-76.5608333,36.9466667
15254,"('-94.6266667', '43.9825')",1,-94.6266667,43.9825
15255,"('-95.8527778', '38.4166667')",1,-95.8527778,38.4166667
15256,"('-74.0222222', '40.1783333')",3,-74.0222222,40.1783333
15257,"('-73.1108333', '44.6397222')",7,-73.1108333,44.6397222
15258,"('-87.3541667', '46.4947222')",2,-87.3541667,46.4947222
15259,"('-81.5136111', '33.9163889')",1,-81.5136111,33.9163889
15260,"('-105.9161111', '35.8225')",1,-105.9161111,35.8225
15261,"('-85.0127778', '39.4230556')",2,-85.0127778,39.4230556
15262,"('-92.028153', '42.573027')",1,-92.028153,42.573027
15263,"('-96.3086111', '32.5888889')",5,-96.3086111,32.5888889
15264,"('-74.726579', '39.927429')",1,-74.726579,39.927429
15265,"('-81.4986111', '24.6711111')",1,-81.4986111,24.6711111
15266,"('-76.5208333', '39.3633333')",1,-76.5208333,39.3633333
15267,"('-72.3083333', '43.7152778')",2,-72.3083333,43.7152778
15268,"('-82.4572222', '28.4413889')",1,-82.4572222,28.4413889
15269,"('-74.19', '39.945833')",2,-74.19,39.945833
15270,"('-90.3830556', '38.7272222')",1,-90.3830556,38.7272222
15271,"('-73.8922222', '42.1344444')",2,-73.8922222,42.1344444
15272,"('-117.148365', '33.493639')",1,-117.148365,33.493639
15273,"('-92.1063889', '46.7833333')",35,-92.1063889,46.7833333
15274,"('-86.4283333', '39.4277778')",4,-86.4283333,39.4277778
15275,"('-76.907474', '39.034832')",1,-76.907474,39.034832
15276,"('-98.7777778', '38.5180556')",1,-98.7777778,38.5180556
15277,"('-120.456007', '36.858838')",2,-120.456007,36.858838
15278,"('-84.354671', '33.783881')",1,-84.354671,33.783881
15279,"('-77.8172222', '42.7958333')",2,-77.8172222,42.7958333
15280,"('-74.601111', '40.623333')",10,-74.601111,40.623333
15281,"('-79.1775', '35.72')",5,-79.1775,35.72
15282,"('-71.627166', '41.634487')",1,-71.627166,41.634487
15283,"('-72.7613889', '40.805')",2,-72.7613889,40.805
15284,"('-119.448056', '34.363889')",2,-119.448056,34.363889
15285,"('-76.1491667', '42.0875')",1,-76.1491667,42.0875
15286,"('-74.4302778', '41.6655556')",1,-74.4302778,41.6655556
15287,"('-88.7747222', '35.8027778')",2,-88.7747222,35.8027778
15288,"('-82.699814', '28.045014')",1,-82.699814,28.045014
15289,"('-120.516395', '34.75821')",1,-120.516395,34.75821
15290,"('-81.7938889', '37.0930556')",1,-81.7938889,37.0930556
15291,"('-89.8738889', '35.2044444')",5,-89.8738889,35.2044444
15292,"('-72.7566667', '44.3377778')",4,-72.7566667,44.3377778
15293,"('-85.302974', '29.811876')",2,-85.302974,29.811876
15294,"('-120.1280556', '36.0041667')",3,-120.1280556,36.0041667
15295,"('-89.0697222', '42.8794444')",1,-89.0697222,42.8794444
15296,"('-117.2513889', '32.7825')",1,-117.2513889,32.7825
15297,"('-87.63', '32.9975')",5,-87.63,32.9975
15298,"('-75.2386111', '41.2277778')",1,-75.2386111,41.2277778
15299,"('-77.3258333', '38.8008333')",3,-77.3258333,38.8008333
15300,"('-77.6786111', '37.7258333')",1,-77.6786111,37.7258333
15301,"('-100.5733333', '33.2480556')",1,-100.5733333,33.2480556
15302,"('-104.23378', '35.377546')",1,-104.23378,35.377546
15303,"('-82.5452778', '36.2488889')",1,-82.5452778,36.2488889
15304,"('-122.972972', '45.027085')",1,-122.972972,45.027085
15305,"('-123.8427778', '45.4563889')",7,-123.8427778,45.4563889
15306,"('-84.1091667', '33.3458333')",2,-84.1091667,33.3458333
15307,"('-87.8588889', '40.77')",1,-87.8588889,40.77
15308,"('-81.1766667', '35.9216667')",5,-81.1766667,35.9216667
15309,"('-106.663044', '35.232754')",2,-106.663044,35.232754
15310,"('-111.967439', '40.766613')",1,-111.967439,40.766613
15311,"('-82.4505556', '28.5555556')",20,-82.4505556,28.5555556
15312,"('-84.6', '36.9888889')",1,-84.6,36.9888889
15313,"('-76.9283333', '42.5161111')",1,-76.9283333,42.5161111
15314,"('-73.6', '40.7886111')",2,-73.6,40.7886111
15315,"('-75.562604', '40.000496')",1,-75.562604,40.000496
15316,"('-119.203018', '40.788645')",2,-119.203018,40.788645
15317,"('-81.5186111', '41.5230556')",1,-81.5186111,41.5230556
15318,"('-122.7675', '48.0111111')",3,-122.7675,48.0111111
15319,"('-85.9197222', '35.6027778')",1,-85.9197222,35.6027778
15320,"('-92.3944444', '35.4508333')",1,-92.3944444,35.4508333
15321,"('-105.2072222', '35.4194444')",1,-105.2072222,35.4194444
15322,"('-122.0313889', '47.5302778')",31,-122.0313889,47.5302778
15323,"('-92.0908333', '42.0086111')",1,-92.0908333,42.0086111
15324,"('-73.8744444', '41.3358333')",1,-73.8744444,41.3358333
15325,"('-121.8363889', '39.7286111')",40,-121.8363889,39.7286111
15326,"('-73.92097', '41.700371')",1,-73.92097,41.700371
15327,"('-83.865488', '40.259796')",1,-83.865488,40.259796
15328,"('-86.4855556', '41.9575')",1,-86.4855556,41.9575
15329,"('-93.8986111', '46.4736111')",2,-93.8986111,46.4736111
15330,"('-92.9911111', '44.8422222')",1,-92.9911111,44.8422222
15331,"('-83.7975', '36.2505556')",2,-83.7975,36.2505556
15332,"('-95.0936111', '34.0022222')",1,-95.0936111,34.0022222
15333,"('-68.1211111', '46.9416667')",1,-68.1211111,46.9416667
15334,"('-115.884614', '46.436787')",1,-115.884614,46.436787
15335,"('-111.8913889', '40.8716667')",2,-111.8913889,40.8716667
15336,"('-86.4525', '43.9552778')",4,-86.4525,43.9552778
15337,"('-68.7961111', '44.5736111')",3,-68.7961111,44.5736111
15338,"('-90.7130556', '30.0261111')",1,-90.7130556,30.0261111
15339,"('-85.9569444', '30.2538889')",2,-85.9569444,30.2538889
15340,"('-103.85937', '44.490817')",1,-103.85937,44.490817
15341,"('-77.5205556', '40.0505556')",6,-77.5205556,40.0505556
15342,"('-87.1916667', '34.6391667')",1,-87.1916667,34.6391667
15343,"('-74.5722222', '42.9055556')",5,-74.5722222,42.9055556
15344,"('-104.8483333', '37.1327778')",1,-104.8483333,37.1327778
15345,"('-87.1333333', '41.6258333')",1,-87.1333333,41.6258333
15346,"('-92.821496', '45.002567')",2,-92.821496,45.002567
15347,"('-95.0252778', '29.5638889')",1,-95.0252778,29.5638889
15348,"('-84.7277778', '45.7838889')",4,-84.7277778,45.7838889
15349,"('-96.275257', '32.735963')",1,-96.275257,32.735963
15350,"('-118.387017', '33.744461')",3,-118.387017,33.744461
15351,"('-83.4027778', '42.7022222')",13,-83.4027778,42.7022222
15352,"('-85.2584', '45.318063')",1,-85.2584,45.318063
15353,"('-135.445', '59.2358333')",1,-135.445,59.2358333
15354,"('-83.0616667', '39.9866667')",1,-83.0616667,39.9866667
15355,"('-88.6083333', '42.2486111')",2,-88.6083333,42.2486111
15356,"('-116.870462', '47.798278')",1,-116.870462,47.798278
15357,"('-88.5425', '44.0247222')",20,-88.5425,44.0247222
15358,"('-74.430091', '40.929399')",1,-74.430091,40.929399
15359,"('-97.0241667', '47.93')",3,-97.0241667,47.93
15360,"('-79.8611111', '35.8230556')",2,-79.8611111,35.8230556
15361,"('-79.3713889', '34.4163889')",2,-79.3713889,34.4163889
15362,"('-92.8019444', '44.7488889')",2,-92.8019444,44.7488889
15363,"('-117.8694444', '33.8722222')",9,-117.8694444,33.8722222
15364,"('-98.5527778', '37.7588889')",1,-98.5527778,37.7588889
15365,"('-80.5758333', '33.1858333')",3,-80.5758333,33.1858333
15366,"('-77.5961111', '42.6372222')",1,-77.5961111,42.6372222
15367,"('-97.1063889', '43.0083333')",1,-97.1063889,43.0083333
15368,"('-83.9888889', '39.2930556')",5,-83.9888889,39.2930556
15369,"('-91.2619444', '33.1094444')",1,-91.2619444,33.1094444
15370,"('-75.4925', '40.3908333')",1,-75.4925,40.3908333
15371,"('-96.6986111', '33.0197222')",33,-96.6986111,33.0197222
15372,"('-93.2377778', '45.1077778')",3,-93.2377778,45.1077778
15373,"('-70.8791667', '42.7166667')",1,-70.8791667,42.7166667
15374,"('-95.8733333', '42.9855556')",1,-95.8733333,42.9855556
15375,"('-84.786712', '45.444178')",1,-84.786712,45.444178
15376,"('-123.4186111', '42.5175')",3,-123.4186111,42.5175
15377,"('-69.4336111', '45.1336111')",1,-69.4336111,45.1336111
15378,"('-83.807487', '44.113075')",1,-83.807487,44.113075
15379,"('-81.44906', '28.14343')",1,-81.44906,28.14343
15380,"('-86.0444444', '30.7194444')",2,-86.0444444,30.7194444
15381,"('-72.3197222', '43.6488889')",1,-72.3197222,43.6488889
15382,"('-92.467143', '45.659119')",1,-92.467143,45.659119
15383,"('-78.8691667', '38.4494444')",11,-78.8691667,38.4494444
15384,"('-96.0780556', '30.0972222')",1,-96.0780556,30.0972222
15385,"('-78.393305', '38.013059')",1,-78.393305,38.013059
15386,"('-87.7972222', '41.6897222')",6,-87.7972222,41.6897222
15387,"('-73.3091667', '41.5563889')",3,-73.3091667,41.5563889
15388,"('-88.8219444', '42.3683333')",3,-88.8219444,42.3683333
15389,"('-97.3961111', '34.6227778')",2,-97.3961111,34.6227778
15390,"('-70.947834', '42.981477')",1,-70.947834,42.981477
15391,"('-86.7827778', '36.0330556')",10,-86.7827778,36.0330556
15392,"('-88.2963889', '36.7427778')",1,-88.2963889,36.7427778
15393,"('-99.2794444', '29.3302778')",1,-99.2794444,29.3302778
15394,"('-74.3180556', '44.3461111')",1,-74.3180556,44.3461111
15395,"('-72.927883', '41.308274')",1,-72.927883,41.308274
15396,"('-73.4238889', '43.8486111')",2,-73.4238889,43.8486111
15397,"('-104.0186111', '30.3077778')",2,-104.0186111,30.3077778
15398,"('-77.58', '38.6986111')",1,-77.58,38.6986111
15399,"('-70.5011111', '44.2597222')",1,-70.5011111,44.2597222
15400,"('-123.2044444', '44.2194444')",4,-123.2044444,44.2194444
15401,"('-97.2886111', '33.9077778')",1,-97.2886111,33.9077778
15402,"('-110.9625', '41.2683333')",4,-110.9625,41.2683333
15403,"('-75.3927778', '43.8958333')",1,-75.3927778,43.8958333
15404,"('-74.352798', '40.9983')",1,-74.352798,40.9983
15405,"('-75.0555556', '38.5394444')",5,-75.0555556,38.5394444
15406,"('-118.0844444', '33.9472222')",3,-118.0844444,33.9472222
15407,"('-83.6094444', '38.6880556')",8,-83.6094444,38.6880556
15408,"('-110.9247222', '47.3861111')",1,-110.9247222,47.3861111
15409,"('-104.8866667', '39.2286111')",1,-104.8866667,39.2286111
15410,"('-72.579511', '42.466373')",1,-72.579511,42.466373
15411,"('-83.1069444', '34.4358333')",1,-83.1069444,34.4358333
15412,"('-90.0025', '43.5325')",1,-90.0025,43.5325
15413,"('-73.725', '42.6919444')",2,-73.725,42.6919444
15414,"('-93.7327778', '42.7316667')",1,-93.7327778,42.7316667
15415,"('-87.98759', '43.296672')",1,-87.98759,43.296672
15416,"('-81.5291667', '37.9747222')",1,-81.5291667,37.9747222
15417,"('-117.1430556', '32.9155556')",1,-117.1430556,32.9155556
15418,"('-84.3877778', '30.0372222')",1,-84.3877778,30.0372222
15419,"('-105.0838889', '40.5852778')",47,-105.0838889,40.5852778
15420,"('-80.1161111', '35.6333333')",1,-80.1161111,35.6333333
15421,"('-86.2094444', '35.3619444')",8,-86.2094444,35.3619444
15422,"('-72.877601', '41.596487')",1,-72.877601,41.596487
15423,"('-92.6394444', '45.41')",2,-92.6394444,45.41
15424,"('-76.1486111', '42.7352778')",1,-76.1486111,42.7352778
15425,"('-74.833502', '38.974835')",1,-74.833502,38.974835
15426,"('-97.8880556', '31.2788889')",1,-97.8880556,31.2788889
15427,"('-79.7313889', '37.3844444')",1,-79.7313889,37.3844444
15428,"('-74.1136111', '40.8813889')",4,-74.1136111,40.8813889
15429,"('-84.1702778', '33.8080556')",8,-84.1702778,33.8080556
15430,"('-85.4191667', '41.7991667')",4,-85.4191667,41.7991667
15431,"('-96.4538889', '43.1302778')",1,-96.4538889,43.1302778
15432,"('-121.041536', '39.48316')",1,-121.041536,39.48316
15433,"('-72.164816', '41.35424')",2,-72.164816,41.35424
15434,"('-89.7411111', '33.3319444')",1,-89.7411111,33.3319444
15435,"('-70.4708333', '43.9013889')",1,-70.4708333,43.9013889
15436,"('-105.5208333', '38.7511111')",2,-105.5208333,38.7511111
15437,"('-97.108066', '32.735687')",1,-97.108066,32.735687
15438,"('-89.9111111', '38.5922222')",9,-89.9111111,38.5922222
15439,"('-89.536182', '32.732636')",1,-89.536182,32.732636
15440,"('-84.1405556', '43.2969444')",1,-84.1405556,43.2969444
15441,"('-76.9961111', '39.5752778')",12,-76.9961111,39.5752778
15442,"('-84.6305556', '41.92')",3,-84.6305556,41.92
15443,"('-117.3538889', '47.7675')",2,-117.3538889,47.7675
15444,"('-85.6758333', '40.2627778')",2,-85.6758333,40.2627778
15445,"('-118.259655', '40.447596')",1,-118.259655,40.447596
15446,"('-90.7241667', '37.9447222')",1,-90.7241667,37.9447222
15447,"('-117.8722222', '33.5980556')",5,-117.8722222,33.5980556
15448,"('-92.9405556', '37.1575')",1,-92.9405556,37.1575
15449,"('-75.3288889', '39.9016667')",1,-75.3288889,39.9016667
15450,"('-75.7927778', '40.7516667')",1,-75.7927778,40.7516667
15451,"('-69.9744444', '41.83')",1,-69.9744444,41.83
15452,"('-116.4708333', '47.5388889')",1,-116.4708333,47.5388889
15453,"('-90.4288889', '42.4166667')",2,-90.4288889,42.4166667
15454,"('-72.3611111', '42.1811111')",1,-72.3611111,42.1811111
15455,"('-92.4147222', '37.1083333')",1,-92.4147222,37.1083333
15456,"('-77.135985', '38.095148')",1,-77.135985,38.095148
15457,"('-92.1977778', '47.6591667')",2,-92.1977778,47.6591667
15458,"('-101.831297', '35.221997')",1,-101.831297,35.221997
15459,"('-93.325', '29.7975')",1,-93.325,29.7975
15460,"('-77.0438889', '37.4416667')",1,-77.0438889,37.4416667
15461,"('-95.176598', '29.998831')",1,-95.176598,29.998831
15462,"('-71.781', '42.258')",1,-71.781,42.258
15463,"('-77.0513889', '38.3311111')",1,-77.0513889,38.3311111
15464,"('-95.9325', '43.635')",1,-95.9325,43.635
15465,"('-105.2263889', '39.2547222')",1,-105.2263889,39.2547222
15466,"('-82.777858', '35.219053')",1,-82.777858,35.219053
15467,"('-93.4666667', '33.0058333')",1,-93.4666667,33.0058333
15468,"('-112.12', '38.63')",2,-112.12,38.63
15469,"('-116.6863889', '43.6630556')",12,-116.6863889,43.6630556
15470,"('-93.5888889', '44.9008333')",2,-93.5888889,44.9008333
15471,"('-110.242659', '43.926016')",1,-110.242659,43.926016
15472,"('-72.807043', '41.538154')",1,-72.807043,41.538154
15473,"('-73.8033333', '42.3508333')",4,-73.8033333,42.3508333
15474,"('-97.2825', '36.8044444')",2,-97.2825,36.8044444
15475,"('-84.4013889', '42.2458333')",23,-84.4013889,42.2458333
15476,"('-80.3013889', '40.7052778')",1,-80.3013889,40.7052778
15477,"('-74.587101', '39.410117')",1,-74.587101,39.410117
15478,"('-76.3277778', '39.8319444')",1,-76.3277778,39.8319444
15479,"('-88.405', '42.7852778')",4,-88.405,42.7852778
15480,"('-77.9158333', '35.7211111')",12,-77.9158333,35.7211111
15481,"('-79.6147222', '39.9777778')",1,-79.6147222,39.9777778
15482,"('-87.0116667', '39.3830556')",1,-87.0116667,39.3830556
15483,"('-82.7394444', '39.4733333')",2,-82.7394444,39.4733333
15484,"('-82.0455556', '26.9294444')",17,-82.0455556,26.9294444
15485,"('-76.876908', '41.170359')",1,-76.876908,41.170359
15486,"('-101.065', '36.9541667')",1,-101.065,36.9541667
15487,"('-72.243469', '43.825058')",3,-72.243469,43.825058
15488,"('-84.8358333', '33.2347222')",1,-84.8358333,33.2347222
15489,"('-82.2469444', '34.3983333')",2,-82.2469444,34.3983333
15490,"('-92.0777778', '32.105')",2,-92.0777778,32.105
15491,"('-159.502848', '22.203768')",1,-159.502848,22.203768
15492,"('-100.5194444', '36.8161111')",1,-100.5194444,36.8161111
15493,"('-76.7005556', '39.0838889')",2,-76.7005556,39.0838889
15494,"('-73.4533333', '44.6994444')",5,-73.4533333,44.6994444
15495,"('-68.59', '47.04')",1,-68.59,47.04
15496,"('-97.3025', '31.0180556')",1,-97.3025,31.0180556
15497,"('-79.4477778', '33.7536111')",1,-79.4477778,33.7536111
15498,"('-99.3236111', '39.7561111')",3,-99.3236111,39.7561111
15499,"('-95.7361111', '39.4652778')",3,-95.7361111,39.4652778
15500,"('-122.6047222', '46.9422222')",16,-122.6047222,46.9422222
15501,"('-86.3122222', '33.0163889')",2,-86.3122222,33.0163889
15502,"('-80.9805556', '32.4805556')",2,-80.9805556,32.4805556
15503,"('-120.3091667', '47.4236111')",42,-120.3091667,47.4236111
15504,"('-117.651933', '33.658388')",1,-117.651933,33.658388
15505,"('-78.2755556', '42.2175')",3,-78.2755556,42.2175
15506,"('-94.6508333', '32.3527778')",1,-94.6508333,32.3527778
15507,"('-78.9455556', '34.9702778')",2,-78.9455556,34.9702778
15508,"('-86.2344444', '44.6336111')",5,-86.2344444,44.6336111
15509,"('-86.940716', '47.723087')",1,-86.940716,47.723087
15510,"('-104.3263889', '33.115')",1,-104.3263889,33.115
15511,"('-72.8466667', '43.9847222')",2,-72.8466667,43.9847222
15512,"('-73.9061111', '40.7')",5,-73.9061111,40.7
15513,"('-98.0255556', '37.2866667')",1,-98.0255556,37.2866667
15514,"('-84.2033333', '40.0394444')",10,-84.2033333,40.0394444
15515,"('-76.3875', '40.6283333')",2,-76.3875,40.6283333
15516,"('-85.8175', '41.7213889')",3,-85.8175,41.7213889
15517,"('-85.5083333', '37.6319444')",1,-85.5083333,37.6319444
